SEASON,CML,FISHING_DAYS.2022,DAYS_AT_SEA.2022,FISHERS.2022,VESSELS.2022,TRIPS.2022,HOURS_FISHED.2022,VESSEL.2022,ONAGA_KEPT.2022,ONAGA_AVG_LBS_PIECE.2022,ONAGA_EST_LBS_KEPT.2022,ONAGA_AVG_PRICE_LB.2022,ONAGA_EST_VALUE.2022,EHU_KEPT.2022,EHU_AVG_LBS_PIECE.2022,EHU_EST_LBS_KEPT.2022,EHU_AVG_PRICE_LB.2022,EHU_EST_VALUE.2022,OPAKAPAKA_KEPT.2022,OPAKAPAKA_AVG_LBS_PIECE.2022,OPAKAPAKA_EST_LBS_KEPT.2022,OPAKAPAKA_AVG_PRICE_LB.2022,OPAKAPAKA_EST_VALUE.2022,KALEKALE_KEPT.2022,KALEKALE_AVG_LBS_PIECE.2022,KALEKALE_EST_LBS_KEPT.2022,KALEKALE_AVG_PRICE_LB.2022,KALEKALE_EST_VALUE.2022,GINDAI_KEPT.2022,GINDAI_AVG_LBS_PIECE.2022,GINDAI_EST_LBS_KEPT.2022,GINDAI_AVG_PRICE_LB.2022,GINDAI_EST_VALUE.2022,HAPUUPUU_KEPT.2022,HAPUUPUU_AVG_LBS_PIECE.2022,HAPUUPUU_EST_LBS_KEPT.2022,HAPUUPUU_AVG_PRICE_LB.2022,HAPUUPUU_EST_VALUE.2022,LEHI_KEPT.2022,LEHI_AVG_LBS_PIECE.2022,LEHI_EST_LBS_KEPT.2022,LEHI_AVG_PRICE_LB.2022,LEHI_EST_VALUE.2022,YELLOW_KALEKALE_KEPT.2022,YELLOW_KALEKALE_AVG_LBS_PIECE.2022,YELLOW_KALEKALE_EST_LBS_KEPT.2022,YELLOW_KALEKALE_AVG_PRICE_LB.2022,YELLOW_KALEKALE_EST_VALUE.2022,UKU_KEPT.2022,UKU_AVG_LBS_PIECE.2022,UKU_EST_LBS_KEPT.2022,UKU_AVG_PRICE_LB.2022,UKU_EST_VALUE.2022,TAAPE_KEPT.2022,TAAPE_AVG_LBS_PIECE.2022,TAAPE_EST_LBS_KEPT.2022,TAAPE_AVG_PRICE_LB.2022,TAAPE_EST_VALUE.2022,WHITE_ULUA_KEPT.2022,WHITE_ULUA_AVG_LBS_PIECE.2022,WHITE_ULUA_EST_LBS_KEPT.2022,WHITE_ULUA_AVG_PRICE_LB.2022,WHITE_ULUA_EST_VALUE.2022,BLACK_ULUA_KEPT.2022,BLACK_ULUA_AVG_LBS_PIECE.2022,BLACK_ULUA_EST_LBS_KEPT.2022,BLACK_ULUA_AVG_PRICE_LB.2022,BLACK_ULUA_EST_VALUE.2022,BUTAGUCHI_KEPT.2022,BUTAGUCHI_AVG_LBS_PIECE.2022,BUTAGUCHI_EST_LBS_KEPT.2022,BUTAGUCHI_AVG_PRICE_LB.2022,BUTAGUCHI_EST_VALUE.2022,KAHALA_KEPT.2022,KAHALA_AVG_LBS_PIECE.2022,KAHALA_EST_LBS_KEPT.2022,KAHALA_AVG_PRICE_LB.2022,KAHALA_EST_VALUE.2022,ALL_SPECIES_KEPT.2022,ALL_SPECIES_AVG_LBS_PIECE.2022,ALL_SPECIES_EST_LBS_KEPT.2022,ALL_SPECIES_AVG_PRICE_LB.2022,ALL_SPECIES_EST_VALUE.2022,DEEP7_KEPT.2022,DEEP7_AVG_LBS_PIECE.2022,DEEP7_EST_LBS_KEPT.2022,DEEP7_AVG_PRICE_LB.2022,DEEP7_EST_VALUE.2022,NON_DEEP14_KEPT.2022,NON_DEEP14_AVG_LBS_PIECE.2022,NON_DEEP14_EST_LBS_KEPT.2022,NON_DEEP14_AVG_PRICE_LB.2022,NON_DEEP14_EST_VALUE.2022,DEEP8_14_KEPT.2022,DEEP8_14_AVG_LBS_PIECE.2022,DEEP8_14_EST_LBS_KEPT.2022,DEEP8_14_AVG_PRICE_LB.2022,DEEP8_14_EST_VALUE.2022,FISHING_DAYS.2021,DAYS_AT_SEA.2021,FISHERS.2021,VESSELS.2021,TRIPS.2021,HOURS_FISHED.2021,VESSEL.2021,ONAGA_KEPT.2021,ONAGA_AVG_LBS_PIECE.2021,ONAGA_EST_LBS_KEPT.2021,ONAGA_AVG_PRICE_LB.2021,ONAGA_EST_VALUE.2021,EHU_KEPT.2021,EHU_AVG_LBS_PIECE.2021,EHU_EST_LBS_KEPT.2021,EHU_AVG_PRICE_LB.2021,EHU_EST_VALUE.2021,OPAKAPAKA_KEPT.2021,OPAKAPAKA_AVG_LBS_PIECE.2021,OPAKAPAKA_EST_LBS_KEPT.2021,OPAKAPAKA_AVG_PRICE_LB.2021,OPAKAPAKA_EST_VALUE.2021,KALEKALE_KEPT.2021,KALEKALE_AVG_LBS_PIECE.2021,KALEKALE_EST_LBS_KEPT.2021,KALEKALE_AVG_PRICE_LB.2021,KALEKALE_EST_VALUE.2021,GINDAI_KEPT.2021,GINDAI_AVG_LBS_PIECE.2021,GINDAI_EST_LBS_KEPT.2021,GINDAI_AVG_PRICE_LB.2021,GINDAI_EST_VALUE.2021,HAPUUPUU_KEPT.2021,HAPUUPUU_AVG_LBS_PIECE.2021,HAPUUPUU_EST_LBS_KEPT.2021,HAPUUPUU_AVG_PRICE_LB.2021,HAPUUPUU_EST_VALUE.2021,LEHI_KEPT.2021,LEHI_AVG_LBS_PIECE.2021,LEHI_EST_LBS_KEPT.2021,LEHI_AVG_PRICE_LB.2021,LEHI_EST_VALUE.2021,YELLOW_KALEKALE_KEPT.2021,YELLOW_KALEKALE_AVG_LBS_PIECE.2021,YELLOW_KALEKALE_EST_LBS_KEPT.2021,YELLOW_KALEKALE_AVG_PRICE_LB.2021,YELLOW_KALEKALE_EST_VALUE.2021,UKU_KEPT.2021,UKU_AVG_LBS_PIECE.2021,UKU_EST_LBS_KEPT.2021,UKU_AVG_PRICE_LB.2021,UKU_EST_VALUE.2021,TAAPE_KEPT.2021,TAAPE_AVG_LBS_PIECE.2021,TAAPE_EST_LBS_KEPT.2021,TAAPE_AVG_PRICE_LB.2021,TAAPE_EST_VALUE.2021,WHITE_ULUA_KEPT.2021,WHITE_ULUA_AVG_LBS_PIECE.2021,WHITE_ULUA_EST_LBS_KEPT.2021,WHITE_ULUA_AVG_PRICE_LB.2021,WHITE_ULUA_EST_VALUE.2021,BLACK_ULUA_KEPT.2021,BLACK_ULUA_AVG_LBS_PIECE.2021,BLACK_ULUA_EST_LBS_KEPT.2021,BLACK_ULUA_AVG_PRICE_LB.2021,BLACK_ULUA_EST_VALUE.2021,BUTAGUCHI_KEPT.2021,BUTAGUCHI_AVG_LBS_PIECE.2021,BUTAGUCHI_EST_LBS_KEPT.2021,BUTAGUCHI_AVG_PRICE_LB.2021,BUTAGUCHI_EST_VALUE.2021,KAHALA_KEPT.2021,KAHALA_AVG_LBS_PIECE.2021,KAHALA_EST_LBS_KEPT.2021,KAHALA_AVG_PRICE_LB.2021,KAHALA_EST_VALUE.2021,ALL_SPECIES_KEPT.2021,ALL_SPECIES_AVG_LBS_PIECE.2021,ALL_SPECIES_EST_LBS_KEPT.2021,ALL_SPECIES_AVG_PRICE_LB.2021,ALL_SPECIES_EST_VALUE.2021,DEEP7_KEPT.2021,DEEP7_AVG_LBS_PIECE.2021,DEEP7_EST_LBS_KEPT.2021,DEEP7_AVG_PRICE_LB.2021,DEEP7_EST_VALUE.2021,NON_DEEP14_KEPT.2021,NON_DEEP14_AVG_LBS_PIECE.2021,NON_DEEP14_EST_LBS_KEPT.2021,NON_DEEP14_AVG_PRICE_LB.2021,NON_DEEP14_EST_VALUE.2021,DEEP8_14_KEPT.2021,DEEP8_14_AVG_LBS_PIECE.2021,DEEP8_14_EST_LBS_KEPT.2021,DEEP8_14_AVG_PRICE_LB.2021,DEEP8_14_EST_VALUE.2021
2020 - 2021,22324,4,4,1,1,4,65.5,HA1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.874184514003295,41.245107084019764,5.662143540165315,233.53571663920917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,27.311763555707714,1502.1469955639243,3.7613070508555384,5650.036085836052,6,6.874184514003294,41.245107084019764,5.662143540165315,233.53571663920917,49,29.81432425469193,1460.9018884799045,3.7076414315767723,5416.500369196843,0,0,0,0,0,4,4,1,1,4,65.5,HA1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.414655172413793,38.48793103448276,4.603883886574385,177.1939655172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,29.88065801534718,1643.4361908440949,3.6025339155886797,5920.534615621722,6,6.414655172413794,38.48793103448276,4.603883886574385,177.1939655172414,49,32.754046118563515,1604.9482598096122,3.5785207498126996,5743.340650104481,0,0,0,0,0
2020 - 2021,22458,10,10,1,1,8,96,HA9603,0,0,0,0,0,0,0,0,0,0,538,3.829313160062917,2060.1704801138494,8.54258177382721,17599.174794397422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,7.959382076239916,6415.261953449372,5.593664973702199,35884.826086134104,538,3.829313160062917,2060.1704801138494,8.54258177382721,17599.174794397422,268,16.25034131841613,4355.091473335523,4.198683633556811,18285.65129173668,0,0,0,0,0,10,10,1,1,8,96,HA9603,0,0,0,0,0,0,0,0,0,0,538,3.735279922779923,2009.5805984555984,7.326722914916984,14723.64022007722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,8.202788374164284,6611.447429576413,4.724564684731793,31236.21104073751,538,3.735279922779923,2009.5805984555984,7.326722914916985,14723.64022007722,268,17.171144892241845,4601.866831120815,3.5882330859710136,16512.57082066029,0,0,0,0,0
2020 - 2021,22544,1,1,1,1,1,6,692956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.874184514003295,6.874184514003295,5.662143540165315,38.9226194398682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.874184514003295,6.874184514003295,5.662143540165315,38.9226194398682,1,6.874184514003295,6.874184514003295,5.662143540165315,38.9226194398682,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,692956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.414655172413793,6.414655172413793,4.603883886574385,29.532327586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.414655172413793,6.414655172413793,4.603883886574385,29.532327586206897,1,6.414655172413793,6.414655172413793,4.603883886574385,29.532327586206897,0,0,0,0,0,0,0,0,0,0
2020 - 2021,22550,2,2,1,1,2,66,HA4680,0,0,0,0,0,0,0,0,0,0,10,3.829313160062917,38.29313160062917,8.54258177382721,327.1222080743015,0,0,0,0,0,1,1.8055706682436428,1.8055706682436428,5.839785537891145,10.544145476049676,0,0,0,0,0,1,6.874184514003295,6.874184514003295,5.662143540165315,38.9226194398682,0,0,0,0,0,1,8.330833333333333,8.330833333333333,5.991408322970825,49.91342417061611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.4075,34.222500000000004,1.6273833004602236,55.69312500000001,21,7.297297966305142,153.24325729240798,4.467795617265371,684.65955330649,12,3.914407231906342,46.9728867828761,8.017156252945142,376.58897299021936,5,12.743407435239707,63.71703717619854,3.1775493669891617,202.46403114565456,4,10.638333333333334,42.553333333333335,2.4817456330240355,105.60654917061612,2,2,1,1,2,66,HA4680,0,0,0,0,0,0,0,0,0,0,10,3.735279922779923,37.35279922779923,7.326722914916984,273.6736100386101,0,0,0,0,0,1,1.733351063829787,1.733351063829787,5.49818639334704,9.530287234042552,0,0,0,0,0,1,6.414655172413793,6.414655172413793,4.603883886574385,29.532327586206897,0,0,0,0,0,1,8.157988165680473,8.157988165680473,5.036498150431566,41.0876923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.14102564102564,33.42307692307692,1.7220943613348676,57.5576923076923,21,7.29804076636129,153.2588560935871,3.9997169391395473,612.9920427906706,12,3.7917337886702343,45.50080546404281,6.87320195036988,312.73622485885954,5,13.23539710815738,66.1769855407869,3.046533952383911,201.61043331642645,4,10.395266272189348,41.58106508875739,2.372363103369763,98.6453846153846
2020 - 2021,22551,9,9,1,1,9,228,HA1712,46,4.787798573975045,220.23873440285206,10.18220308445759,2242.5155207537564,17,1.6746041462618348,28.468270486451193,8.059836479060303,229.4496049624551,29,3.829313160062917,111.05008164182459,8.54258177382721,948.6544034154745,23,1.857036502371623,42.71183955454733,4.857008007977994,207.4517467519076,6,1.8055706682436428,10.833424009461856,5.839785537891145,63.26487285629805,0,0,0,0,0,4,6.874184514003295,27.49673805601318,5.662143540165315,155.6904777594728,0,0,0,0,0,56,8.330833333333333,466.5266666666667,5.991408322970825,2795.1517535545026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,5.102835679247003,954.2302720191897,7.151276902612409,6823.964904064387,125,3.5263927052092017,440.7990881511502,8.727392433217142,3847.0266264993643,6,7.8174195335621235,46.90451720137274,3.87567200041876,181.78652401052042,56,8.330833333333334,466.5266666666667,5.991408322970825,2795.1517535545026,9,9,1,1,9,228,HA1712,46,5.6865888104291145,261.5830852797393,8.471612884121802,2216.0306355241714,17,1.6764034665382763,28.4988589311507,6.838105167021359,194.8781945113144,29,3.735279922779923,108.32311776061776,7.326722914916984,793.653469111969,23,1.8482078559738135,42.50878068739771,4.38852606364373,186.55089198036006,6,1.733351063829787,10.400106382978722,5.49818639334704,57.18172340425531,0,0,0,0,0,4,6.414655172413793,25.658620689655173,4.603883886574385,118.12931034482759,0,0,0,0,0,56,8.157988165680473,456.84733727810647,5.036498150431566,2300.910769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,5.2753858411868215,986.4971523019357,6.142843877706698,6059.897992393037,125,3.8157805578523147,476.97256973153935,7.477210328644757,3566.424224876898,6,8.779540882048309,52.677245292289854,3.6555252123929,192.56299828537075,56,8.157988165680473,456.84733727810647,5.036498150431566,2300.910769230769
2020 - 2021,22851,3,3,1,2,3,57,HA9295,0,0,0,0,0,17,1.6746041462618348,28.468270486451193,8.059836479060303,229.4496049624551,7,3.829313160062917,26.805192120440417,8.54258177382721,228.98554565201107,6,1.857036502371623,11.142219014229738,4.857008007977994,54.1178469787585,2,1.8055706682436428,3.6111413364872855,5.839785537891145,21.088290952099353,1,11.567678571428571,11.567678571428571,6.822019481622131,78.91492857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3.6418025876953926,131.10489315703413,6.379968679462886,836.4451120662058,33,2.472560652395067,81.5945015290372,7.507322253801146,612.5562171167526,3,16.50346387599897,49.51039162799691,4.522058654507783,223.88889494945312,0,0,0,0,0,3,3,1,2,3,57,HA9295,0,0,0,0,0,17,1.6764034665382763,28.4988589311507,6.838105167021359,194.8781945113144,7,3.735279922779923,26.14695945945946,7.326722914916984,191.57152702702703,6,1.8482078559738135,11.089247135842882,4.38852606364373,48.665450081833065,2,1.733351063829787,3.466702127659574,5.49818639334704,19.060574468085104,1,11.458590604026845,11.458590604026845,6.752209590413101,77.37080536912752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3.596749547502059,129.48298371007414,5.603058507271218,725.5007334235914,33,2.444253280549681,80.66035825813947,6.589935414820062,531.5465514573872,3,16.274208483978224,48.82262545193467,3.9726290868390515,193.95418196620426,0,0,0,0,0
2020 - 2021,22916,18,21,1,1,18,128,HA2463,405,4.787798573975045,1939.0584224598933,10.18220308445759,19743.886650114593,51,1.6746041462618348,85.40481145935358,8.059836479060303,688.3488148873653,263,3.829313160062917,1007.1093610965471,8.54258177382721,8603.314072354131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.874184514003295,27.49673805601318,5.662143540165315,155.6904777594728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,4.2310779157286404,3059.0693330718073,9.54252317838209,29191.240015115563,723,4.2310779157286404,3059.0693330718073,9.54252317838209,29191.240015115563,0,0,0,0,0,0,0,0,0,0,18,21,1,1,18,128,HA2463,405,5.6865888104291145,2303.068468223791,8.471612884121802,19510.704508419334,51,1.6764034665382763,85.4965767934521,6.838105167021359,584.6345835339432,263,3.735279922779923,982.3786196911196,7.326722914916984,7197.615944015443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.414655172413793,25.658620689655173,4.603883886574385,118.12931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,4.697928472196429,3396.602285398018,8.070148355064621,27411.08434631355,723,4.697928472196429,3396.602285398018,8.070148355064621,27411.08434631355,0,0,0,0,0,0,0,0,0,0
2020 - 2021,23169,3,3,1,1,3,48,HA5483,0,0,0,0,0,0,0,0,0,0,40,3.829313160062917,153.17252640251667,8.54258177382721,1308.488832297206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.874184514003295,13.74836902800659,5.662143540165315,77.8452388797364,0,0,0,0,0,1,8.330833333333333,8.330833333333333,5.991408322970825,49.91342417061611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4.075621599159455,175.2517287638566,8.19533995743251,1436.2474953475585,42,3.9743070340600775,166.92089543052325,8.305335695697668,1386.3340711769424,0,0,0,0,0,1,8.330833333333333,8.330833333333333,5.991408322970825,49.91342417061611,3,3,1,1,3,48,HA5483,0,0,0,0,0,0,0,0,0,0,40,3.735279922779923,149.41119691119692,7.326722914916984,1094.6944401544404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.414655172413793,12.829310344827586,4.603883886574385,59.064655172413794,0,0,0,0,0,1,8.157988165680473,8.157988165680473,5.036498150431566,41.0876923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3.962755707481511,170.39849542170498,7.012073578921693,1194.8467876345464,42,3.8628692203815356,162.2405072560245,7.111412031683051,1153.759095326854,0,0,0,0,0,1,8.157988165680473,8.157988165680473,5.036498150431565,41.0876923076923
2020 - 2021,23369,3,3,1,1,3,95,HA1141,6,4.787798573975045,28.72679144385027,10.18220308445759,292.5020244461421,0,0,0,0,0,0,0,0,0,0,2,1.857036502371623,3.714073004743246,4.857008007977994,18.039282326252835,0,0,0,0,0,0,0,0,0,0,2,6.874184514003295,13.74836902800659,5.662143540165315,77.8452388797364,0,0,0,0,0,1,8.330833333333333,8.330833333333333,5.991408322970825,49.91342417061611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16.350624363038246,784.8299694258358,3.845400703264067,3017.985716372825,10,4.618923347660011,46.18923347660011,8.40859473991686,388.38654565213136,37,19.73810547610547,730.3099026159024,3.53231653755465,2579.685746550078,1,8.330833333333333,8.330833333333333,5.991408322970825,49.91342417061611,3,3,1,1,3,95,HA1141,6,5.6865888104291145,34.11953286257469,8.471612884121802,289.04747419880493,0,0,0,0,0,0,0,0,0,0,2,1.8482078559738135,3.696415711947627,4.38852606364373,16.221816693944355,0,0,0,0,0,0,0,0,0,0,2,6.414655172413793,12.829310344827586,4.603883886574385,59.064655172413794,0,0,0,0,0,1,8.157988165680473,8.157988165680473,5.036498150431566,41.0876923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,18.481855521392855,887.129065026857,3.652731138695247,3240.443959865201,10,5.06452589193499,50.6452589193499,7.193841118382811,364.3339460651631,37,22.387184268698018,828.3258179418267,3.4225932116140427,2835.0223214923453,1,8.157988165680473,8.157988165680473,5.036498150431565,41.0876923076923
2020 - 2021,23791,12,18,1,2,10,307,HA8194,22,4.787798573975045,105.33156862745098,10.18220308445759,1072.5074229691877,185,1.6746041462618348,309.80176705843945,8.059836479060303,2496.951583414953,56,3.829313160062917,214.44153696352333,8.54258177382721,1831.8843652160886,5,1.857036502371623,9.285182511858116,4.857008007977994,45.09820581563209,75,1.8055706682436428,135.4178001182732,5.839785537891145,790.8109107037255,0,0,0,0,0,2,6.874184514003295,13.74836902800659,5.662143540165315,77.8452388797364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.4075,102.66749999999999,1.6273833004602236,167.079375,567,1.7980358855755514,1019.4863471213376,7.045772415149527,7183.068782169076,345,2.2841339835001495,788.0262243075516,8.013816713458333,6315.097726999323,213,0.6046602010036902,128.792622813786,5.442017289943174,700.8916801697532,9,11.407499999999999,102.66749999999999,1.6273833004602236,167.079375,12,18,1,2,10,307,HA8194,22,5.6865888104291145,125.10495382944052,8.471612884121802,1059.8407387289515,185,1.6764034665382763,310.1346413095811,6.838105167021359,2120.7332932113623,56,3.735279922779923,209.17567567567568,7.326722914916984,1532.5722162162162,5,1.8482078559738135,9.241039279869067,4.38852606364373,40.554541734860884,75,1.733351063829787,130.00132978723406,5.49818639334704,714.7715425531915,0,0,0,0,0,2,6.414655172413793,12.829310344827586,4.603883886574385,59.064655172413794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.14102564102564,100.26923076923077,1.7220943613348676,172.67307692307693,567,1.8221407062453416,1033.1537804411087,6.164485145086056,6368.861132118715,345,2.308657826743849,796.486950226628,6.939896486746232,5527.536987616996,213,0.6403643166443659,136.39759944524994,4.902220202541313,668.651067578642,9,11.141025641025642,100.26923076923077,1.7220943613348676,172.67307692307693
2020 - 2021,23902,2,2,1,1,2,24,HA9335,0,0,0,0,0,4,1.6746041462618348,6.698416585047339,8.059836479060303,53.98814234410709,6,3.829313160062917,22.9758789603775,8.54258177382721,196.2733248445809,0,0,0,0,0,1,1.8055706682436428,1.8055706682436428,5.839785537891145,10.544145476049676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.8618060194244075,31.479866213668483,8.28483866146472,260.8056126647377,11,2.8618060194244075,31.479866213668483,8.28483866146472,260.8056126647377,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,24,HA9335,0,0,0,0,0,4,1.6764034665382763,6.705613866153105,6.838105167021359,45.85369282619162,6,3.735279922779923,22.411679536679536,7.326722914916984,164.204166023166,0,0,0,0,0,1,1.733351063829787,1.733351063829787,5.49818639334704,9.530287234042552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.804604042423857,30.850644466662427,7.117781488185432,219.58814608340018,11,2.804604042423857,30.850644466662427,7.117781488185432,219.58814608340018,0,0,0,0,0,0,0,0,0,0
2020 - 2021,23924,1,1,1,1,1,48,HA8864,0,0,0,0,0,0,0,0,0,0,2,3.829313160062917,7.658626320125834,8.54258177382721,65.42444161486031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.874184514003295,6.874184514003295,5.662143540165315,38.9226194398682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15.177659479290401,318.7308490650984,3.4404211329436944,1096.5683488446516,3,4.8442702780430436,14.53281083412913,7.1801017879953335,104.34706105472851,18,16.899891012831628,304.1980382309693,3.2617609684798703,992.221287789923,0,0,0,0,0,1,1,1,1,1,48,HA8864,0,0,0,0,0,0,0,0,0,0,2,3.735279922779923,7.470559845559846,7.326722914916984,54.73472200772201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.414655172413793,6.414655172413793,4.603883886574385,29.532327586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15.634139885414433,328.3169375937031,3.27754329321711,1076.072976859822,3,4.628405005991213,13.885215017973639,6.068832890585409,84.2670495939289,18,17.468429031984968,314.4317225757294,3.154280742227023,991.805927265893,0,0,0,0,0
2020 - 2021,24026,12,16,1,1,10,191,HA4951,8,4.787798573975045,38.30238859180036,10.18220308445759,390.00269926152276,23,1.6746041462618348,38.5158953640222,8.059836479060303,310.43181847861575,112,3.829313160062917,428.88307392704667,8.54258177382721,3663.768730432177,0,0,0,0,0,0,0,0,0,0,1,11.567678571428571,11.567678571428571,6.822019481622131,78.91492857142858,1,6.874184514003295,6.874184514003295,5.662143540165315,38.9226194398682,0,0,0,0,0,65,8.330833333333333,541.5041666666666,5.991408322970825,3244.372571090047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,7.811388198741484,2405.907565212377,5.738504464665371,13806.311304543418,145,3.6147808342641454,524.1432209683011,8.551175741438572,4482.040796183613,98,13.676124260993973,1340.2601775774094,4.536356476889056,6079.897937269758,65,8.330833333333333,541.5041666666666,5.991408322970825,3244.372571090047,12,16,1,1,10,191,HA4951,8,5.6865888104291145,45.492710483432916,8.471612884121802,385.39663226507326,23,1.6764034665382763,38.55727973038036,6.838105167021359,263.65873375060187,112,3.735279922779923,418.35135135135135,7.326722914916984,3065.1444324324325,0,0,0,0,0,0,0,0,0,0,1,11.458590604026845,11.458590604026845,6.752209590413101,77.37080536912752,1,6.414655172413793,6.414655172413793,4.603883886574385,29.532327586206897,0,0,0,0,0,65,8.157988165680473,530.2692307692307,5.036498150431566,2670.6999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,7.840406358752678,2414.8451584958248,4.789904051959541,11566.87660953403,145,3.588100602355899,520.2745873416053,7.344396640488914,3821.102931403442,98,13.921442248826414,1364.3013403849886,3.719906686229941,5075.0736781305895,65,8.157988165680473,530.2692307692307,5.036498150431565,2670.6999999999994
